position,velocity,classification
-0.4386124022727893,0.054606049672780335,2
-0.7610399929154048,0.01127436317709389,2
-0.7092695023394984,-0.0648411347737214,0
-0.09761805154270387,0.034669682050211606,2
-0.7778487105365388,-0.04479010983322228,0
0.5391123133838642,0.022945596307971425,2
-0.9063666475855923,-0.050330311295250604,0
-0.537503847385053,-0.03257524978581816,0
-0.6882634058855763,-0.041374439698962186,0
0.109144095016114,0.04142818624983065,2
0.11089752895628124,0.00547472298892393,2
-1.1815793988960446,-0.04136203773356674,0
-0.695438656267174,0.04512627992333476,2
-1.164052078780693,-0.06851140655199424,0
0.4090623318528501,0.06693093401263528,2
-0.849232409641373,0.051469905554198656,2
-0.15153498486211525,0.009582530058981659,2
-1.07704657530422,0.02133530912515015,2
-0.3779619876643767,-0.0044889085265840956,0
-0.6582899413006066,-3.623782637997286E-4,0
-0.5002925490070874,-0.05958085564820531,0
-0.3814766329926078,0.02668526126507556,2
-0.9282341007830468,-0.013257929687188329,0
-0.4744404303569474,-0.056050533351927806,0
-1.196560310273864,-0.06172002235668162,0
-0.5888064746465898,-0.012830857957334768,0
-0.7722170189632612,0.025849994290022604,2
-1.180842644504404,-0.030431340697463935,0
0.0964631585804927,-0.06196994183214427,0
0.4879308104518929,0.018474391403569046,2
-1.15167282461367,0.006017249035105338,2
-1.1471971453824306,0.040411008194609674,2
0.1751371083414892,-0.01792876877042565,0
-0.14829377578907144,0.005805712528737267,2
0.42934719273136435,-0.021652634410929496,0
0.043884854433628995,-0.023184166683794555,0
-1.1313536289387043,0.033426749511364234,2
-0.9661535104258576,0.007615968859161312,2
0.5312167681610356,-0.05476084369842769,0
0.5990296933031651,0.020172223459361566,2
0.1119287919592502,1.5809223748980417E-4,2
0.3770171942068137,0.03991721503059495,2
-0.4027570870259306,0.03237174966147849,2
-1.0709983351272019,-0.004262812275150976,0
-0.8898379355052245,-0.028428169136808457,0
-0.6827477793174408,-0.02046492368666744,0
-1.15836790876176,0.039999355351993046,2
-1.141057805362939,0.029167537159372536,2
-0.7033570257900104,-0.015783068061084017,0
-0.3251612906021949,0.06158258366049815,2
-0.27596220286713236,-0.022285011902704648,0
0.3129780401064124,-0.05307324841284822,0
-0.4657590483273789,-0.043897147541198084,0
-0.9208711056805448,0.010111042907017267,2
-0.43320702834418956,0.05537476930684773,2
-0.48616599341585875,-0.023987053270526734,0
0.3742682696052666,0.032213867569282253,2
-0.371607616317958,0.015131696634621675,2
0.3067614140820947,-0.01669020202852585,0
-1.1711321206498948,0.05256324954378837,2
0.09822591344034048,0.02697035838108605,2
-0.8256487844556079,0.051579180164253224,2
-0.34408054241690744,0.053605135040633134,2
0.039036697356368055,-0.04193098917479101,0
0.5811642444373717,0.05043534702273679,2
0.31640127494903125,-0.04630931825147154,0
0.24781600704610973,0.039018675911085585,2
-0.5072940873823639,-0.005048147435055245,0
-0.3739867136231255,0.017940062798978057,2
0.5907176482082594,0.038441210092580516,2
-1.1374061191007327,-0.04098783972315415,0
0.5979123352770572,-0.03918381219404461,0
0.10358970219204489,-0.027295432056771977,0
-0.3919814584231801,-0.04009669626523349,0
-1.0764337975143499,0.005207000193213074,2
-0.5666983445367639,0.028118132739436877,2
-0.2790444549065263,-0.03778438469144332,0
0.3082310284021792,0.00841933475816882,2
-1.1024005371065215,0.058337279427219724,2
0.4899322119325611,-0.010432489146719591,0
-0.2391068926033414,0.020858335949615142,2
0.09629901587850043,-0.013921126073279617,0
-0.5488664674481712,-0.04786854500603298,0
-0.28514947115703226,0.0449214117555799,2
0.3077268907559181,-0.04738892403450775,0
0.12110362715158751,-0.01709746360380738,0
0.3188662346961495,0.06313444762012005,2
-0.819379759171242,0.030167646322512356,2
-0.4655092105650298,-0.00848012023544463,0
-0.7985003600063375,0.03764858641530831,2
0.06472883161504894,0.03669914042229874,2
-0.4763280057320587,-0.021271425372535152,0
-0.8394198047014143,-0.044212060531486325,0
-0.9434663590549024,-0.06590003365457528,0
-1.0368721413080593,0.04231944572911424,2
-0.05765125261353887,-0.05479807440408453,0
-0.41852901177458923,-0.030159850581726565,0
0.22124942110898171,0.012987446849868092,2
-0.0841046898026998,-0.03426876283209998,0
-0.4992656428248321,0.015570333101105269,2
-0.8106408120412909,-0.01016293383483418,0
-1.0630941933872715,0.060824251886480746,2
-1.0009260434096914,-0.06335770027453062,0
-0.7983261484783586,0.03685819018406354,2
0.3726170529334707,-0.043330862408357276,0
0.2612808139946534,-0.06097452743203176,0
-0.16794686275282333,0.020371310779989243,2
-0.5040914680908413,-0.05402215341477545,0
-1.1522946533436371,-0.04356000750798377,0
-0.2554312166830289,-0.013550201217389146,0
0.48825329205007084,0.01758726405889574,2
0.1897229735418129,0.03128643957816653,2
-1.115201753058951,0.05924744518658784,2
0.3708485907909336,-0.06842700199452223,0
-0.7312594784406128,0.04986066217918443,2
-0.578185124365995,0.052387426722732625,2
-0.9741742796696229,-0.0012184757550137981,0
-1.0785128174019247,0.013979479110232451,2
-0.2115988343190337,-0.003917189629492168,0
-0.22289872718023418,0.06064601259086563,2
-0.23429047568180938,0.06052088927709737,2
-1.1577312719921187,-0.05808442527819224,0
0.5027161218918239,0.014534764201373743,2
-0.5599386448711577,-0.025863266871275326,0
-0.6912253648448835,-0.0251570730425563,0
-0.6646403664785914,-0.0693594375107425,0
-0.8600628046358068,0.01637329987324937,2
-0.4117107634594763,0.06449931525065086,2
-0.8288814674223516,0.044126304417464096,2
0.5802512729610438,0.015123322362776678,2
-1.140160004153422,0.06805720920695085,2
-0.30853684367158885,-0.024291862824478865,0
-0.1751653053094746,0.007730527463164175,2
0.2298517917464964,-0.06075193655432903,0
-0.16150798527352417,-0.028245303313420893,0
-0.9697109399356869,0.05582979846730679,2
-0.41907600293367386,-0.04339008900546838,0
-1.0668680578829064,-0.04436218340878773,0
0.456796235516884,-0.00467647145897114,0
0.27344421133002705,-0.04487308454094334,0
0.08942775933407021,-0.024604762811874153,0
0.22440168791045,0.03998472446610861,2
-0.9714780277734383,0.015695903826692684,2
0.043887970205877425,0.008479284323071615,2
0.38575265179761975,-0.039127655119374924,0
0.2961662742189306,0.052473726798091744,2
-0.20174328592512802,-0.05541399693659532,0
0.19940711165398506,-0.009382212620946302,0
-0.28980772753181805,0.030107223276015213,2
-0.4801665321068852,0.0075105378211988705,2
-0.4141890015214872,0.03748231373134604,2
-2.200832633081351E-4,-0.027991261870970757,0
0.5556220020909604,0.04968864177794603,2
0.13659654561946444,-0.0589921085149832,0
-0.8793779852415932,0.037574444409651325,2
-1.1508374973629323,-0.06776937870065158,0
0.5400050448984939,-0.04390182571036812,0
-0.13497492302863456,-0.0163306148611019,0
0.464480232779821,0.0024115842063995446,2
0.36142498715197835,0.011782502667256264,2
0.4102070240085425,0.034133235155589775,2
-0.21121441720708445,0.028033822275000675,2
-0.1886354777543311,0.044014237397802455,2
0.19426501703470178,0.012285492527210909,2
-1.1044994390875966,-0.051825755061591434,0
0.5201270973417251,0.00700017190845538,2
-0.916846803470001,0.06723160396337041,2
0.5990561419769809,-0.059088163466925,0
0.5553768983028431,-0.04179287298984564,0
0.020950248493793344,0.01636276245908358,2
0.52262544163953,-0.011252921200568998,0
-0.2839476160500012,0.05896669692269643,2
-0.9939484384256626,0.05264729746614706,2
-0.9634287728941604,0.052637388626601944,2
0.16338025448201998,0.0531392593491124,2
0.32870471416054414,-0.03397086267952581,0
-0.09716276367811849,0.048051372412008644,2
-0.01594345670121844,0.0391608280155752,2
0.3845778293013036,0.03381883842849745,2
-0.6720964854976187,-0.021812783478532022,0
0.2562940320657887,-0.05582309041485718,0
0.5145221066881651,-0.06395606326853864,0
-0.011604194933032552,0.013925570700998216,2
-1.0253084988129297,-0.0686086204801902,0
-0.6755754449799829,0.039394876046490016,2
-0.012693066969130307,0.01847226743864172,2
-1.1411887489855088,-0.05826292241796486,0
-0.27688723956338046,0.055992588655218445,2
-0.33334417222813006,0.0029334633074677707,2
0.3544982764861748,0.04292850557913068,2
0.1725146149975394,-0.026537767474480743,0
-0.4781215995356076,0.046126071357619924,2
-0.7556129225129422,-0.043394348328220464,0
-0.024213370890547647,-0.06606258196698689,0
-0.5280878663348193,-0.04017184872794012,0
-0.5558397400693103,0.05688629097684042,2
0.02632912261331377,0.02828776256066616,2
0.006762424133541778,0.05100213567181021,2
-1.0499337695269957,0.012809301579448498,2
-0.9429230728097815,-0.02014868567000929,0
0.2994577750642904,-0.06575936041969757,0
-0.8616757545334575,0.03478688109245019,2
-0.8770782040778429,0.0022183269020746993,2
-0.4042164329054482,-0.05269136530864571,0
-0.4354069943442309,-0.029734352444115583,0
0.30076166465909826,-0.05943699561335495,0
-0.20695657257449485,-0.020923685409447702,0
-0.9799681904880957,0.02416015494876919,2
0.23009918691037612,0.005132798450909484,2
0.5840802835991725,0.023174388714017335,2
-1.1179934389502086,-0.06621568119446807,0
-0.9265354295990863,0.008485548432878298,2
-1.169402580185245,-0.01435846413324797,0
-0.34165350070703593,-0.013850184868386232,0
-1.1651416743680105,-0.03414921584642365,0
0.21974572381805935,0.026530541158544363,2
-0.536031370214248,-0.0380389296165582,0
-0.31651051047418044,-0.03258932830957122,0
-0.8709649305257741,-0.03188116339574949,0
-0.3682978936815037,-0.03245074497169596,0
0.22236078823262262,-0.031801310419433744,0
-0.6884383406788429,0.06663111249197329,2
-0.3163920370663391,-0.06588652859001126,0
-0.34189971576769507,-0.030077139815453076,0
-0.19009877867482539,-0.04575423581267964,0
-0.5483885150678519,-0.01498405984359269,0
-0.7572098756006818,0.039925697252015876,2
-1.1892445372982259,0.007568791307942149,2
-0.9861353086782982,-0.05219450185141347,0
-0.6391260168912403,-0.05256252757750193,0
-0.03520386925025809,-0.058965205738080034,0
0.13927451914110223,-0.06150997894724569,0
-0.38185115575854,-0.04189471423808705,0
-1.1023583765019764,0.009755401280246559,2
-0.9024141940192183,0.01635019127180913,2
-0.14691151897876242,-0.014870649328641065,0
-0.9741524489409986,0.024775201015623985,2
-0.7384729469186602,0.0569413542418947,2
0.5437407830561163,-0.02628151008721403,0
-0.16206900126164947,0.008877892151244432,2
-1.0603337176260796,0.026670451003911202,2
0.22504870884927541,-0.05294022480437449,0
-0.6716944816861875,-0.03395429534144938,0
-0.1423430334145277,-0.042310279446512694,0
0.5500875888515784,-0.008545087649984774,0
-0.4905424716499853,-0.04322993002987719,0
-0.9630748498709766,-0.043694536702754805,0
-0.0919329800393871,0.027677186634499862,2
0.3349363171689319,-0.013741107697962288,0
-0.2674523992748229,-0.04027918468392344,0
-0.34576557283896014,-0.05577667871129442,0
0.5979840183036946,0.05228104604143806,2
-1.1717299625040818,-0.003383580966654365,0
0.01712738663807989,-0.05710264090570536,0
0.17401836652340696,-0.05454890477280222,0
0.5727096346954195,0.049964221475043424,2
0.10717364323057454,-0.05176497131888579,0
-0.8578220277883097,0.0507389923495805,2
-0.3685282563628661,0.04517919721282708,2
-0.20084361691346087,0.03441641349591741,2
0.5287416888084979,0.009329493197186553,2
0.48048994161116365,0.005427881213854777,2
-0.6488677197654875,0.03313934921150838,2
-0.3255033210094199,-0.016692233019342265,0
-1.079394530873498,0.01256883548214989,2
0.29077757761534095,0.012389324771572147,2
-1.1950182366521283,0.018859305191154238,2
0.06761217604658576,-0.026232774482292325,0
-0.24010241526501308,0.038726864669296326,2
-0.9373790915053202,0.01946122287544476,2
-0.03706113515051679,0.06391922807208666,2
-0.21114982556093786,-0.05101906342268614,0
-0.18557712800334603,0.05999925843670725,2
-0.9523873854859048,-0.02146414069122899,0
-0.08346428420067409,0.059648144466329406,2
-0.681579681486901,-0.001529845867057053,0
0.42940811361831055,0.06639709078873507,2
-0.39468951609573344,-0.05686534187101985,0
-0.2719013718566883,0.01996633291767684,2
0.09845171517146079,0.06434845356569285,2
-0.10356388448749598,-0.04895280001661609,0
0.33682184132478343,-0.011420774148843585,0
0.5009046843697618,-0.017155277912483405,0
-1.1618545626247685,0.004553618542626106,2
-0.08949595007830102,-0.05664871412450399,0
-1.0316947869418855,0.03638216452186764,2
-0.8393291143799797,0.03344838870852339,2
-0.3109231551038406,0.004968509147482689,2
-0.11861323173714577,-0.033642292648744174,0
-0.8198115178752665,-0.025294397126337645,0
-0.12495288001498928,-0.04091259605797276,0
0.08480635805320969,0.02763613814023308,2
-0.9274431725798742,0.023123768409477274,2
-0.3944532136551373,0.040201652264181806,2
0.2642551874531254,-0.06252438822410754,0
-0.07122036135932786,-0.007947204032019005,0
-1.1041382770740642,0.035118873786656235,2
-0.589110558683932,-0.002731577581544964,0
-0.08413111211194724,0.04162437030188522,2
-0.7587907532657606,-0.04972368179647567,0
-0.3050613274539006,-0.06382896790089213,0
-0.8269582349766742,-0.003698201417623323,0
-1.041207356168581,-0.0252771005473904,0
0.33420952324279996,0.04272948520014107,2
0.2938354154539735,-0.06698403470890878,0
-0.4241802499116576,0.0017703025084847834,2
-0.4522809140334716,-0.04560387409442791,0
-0.3031352704044169,-0.03228072907666073,0
0.5822923696031714,0.01112677863180049,2
-1.136805120024209,0.0534258571981517,2
0.45676426331205966,0.06818732256257842,2
-1.0496862873658395,0.02712417007373126,2
-0.6885043486362649,-0.015733196179763397,0
-0.6804903454485248,-0.028371224942108322,0
-0.4063519851252291,0.018808548365541966,2
-0.5795596583402505,-0.02632676812904347,0
-0.717548419085688,0.02774380998586709,2
-0.9837103713293838,-6.420750694060423E-4,0
0.5186830209973552,0.03743457662033124,2
0.00148072407818578,-0.01930860044066978,0
-0.29673852479278573,0.061575034387177346,2
-0.7677258362228659,-0.0020359397411865987,0
0.02437408965321275,0.023980544154349068,2
-1.1023292967926235,-0.006981165703839859,0
-0.9799654106207427,-0.03686105652467908,0
-0.8910014635771999,-0.04602614267361847,0
-0.3466552259288611,-0.05434350169803545,0
0.3378049423261189,-0.03016037700245419,0
0.40053959345233925,0.04643194745323374,2
0.4488274794695324,-0.022808104397597423,0
0.0961169022346351,-0.04135705227964395,0
-0.5682636215241087,0.029524498810103786,2
-0.7607176159181116,0.03839691379574563,2
-0.3822998464069398,0.05351864446284921,2
-0.03514536863481177,-0.0505795071651759,0
-0.4160325976014285,0.05649939829404152,2
-1.1197337604472497,0.031261585341818596,2
-0.09429127406440574,-0.02250354101181805,0
-0.7262422151302127,-0.009470561050156229,0
0.05115179550351745,-0.010040928968634913,0
-1.104379048037617,0.045681455263068646,2
-1.0909224901286327,-0.028395523278634253,0
0.3290589106234034,-0.05775024553661813,0
0.5289508319081602,-0.0052421470302829315,0
-0.3282908645615169,-0.009215327418459707,0
0.4359765845505741,-0.06745573999577004,0
0.1658466808449619,0.04473383202967064,2
-0.8948189759191019,-0.039539871235527116,0
0.47258754491519706,-0.030505079799814566,0
-0.6751128336505257,-0.04002386735891608,0
-1.1539041788481383,0.013801215590732621,2
-0.3838363063092197,0.060940345610506846,2
-0.4949667701243592,0.06741562948645649,2
-0.821103392812655,-0.05974417190789242,0
-0.16319539092025015,0.002254627676139251,2
-0.07920335133592049,0.02527971104384545,2
-1.0538929873744494,-0.03536458010029296,0
0.5254923852055691,0.0609775375322065,2
-0.9183911321677426,0.02140549020664366,2
-0.986772746570219,0.06044934100128013,2
0.309785316932663,-0.017001381544019666,0
0.08883968329016279,-0.01605264772709839,0
-0.5066193382543327,0.033585892695616654,2
0.4562324650499996,0.024035870976989726,2
-1.0584431396409886,0.02278023449239082,2
-0.7611394571739537,0.054762208080126676,2
0.10047401256427357,0.03217218688116655,2
-0.334917017055013,0.010797869065119509,2
-0.7436523206308512,0.031183706136319225,2
0.5793226170755732,-0.010428802728537183,0
0.5823957171878267,0.05362915123249451,2
-0.4573932516644639,0.04557102988017027,2
-0.5694268940414474,-0.04204709203590341,0
-1.1842119987084414,0.05673301058955893,2
-0.3902791693705132,0.0672730042996787,2
0.0806511159038501,9.904196605553528E-5,2
-0.17472509537355285,0.04293715350314371,2
-0.7422859138963622,-0.03304871395157573,0
0.4602916884320578,0.030118217180499313,2
0.3312862730450077,0.016362720737556583,2
-0.5857034879637476,0.018201842708265664,2
-0.8703278768243883,-0.06622256641144722,0
-0.8585155353417071,-0.042361911244184994,0
0.24394467442987233,-0.05998483780759265,0
-0.45422025401623745,-0.0016128398790285908,0
-0.721864462610442,0.039672048589108694,2
-0.6026586083445661,0.017155387483941714,2
-0.0736105374760696,-0.06956963545453967,0
-0.8315310735056665,-0.008574547898331314,0
0.23031944661476622,0.04545940486902686,2
-0.7351727091553486,-0.01126491607419653,0
-0.7992676675683605,-0.05859215157215871,0
0.04445518710183349,-0.052821320419759815,0
0.5659015107143341,0.0015306147869841857,2
-0.6509569967713694,-0.045263189278933316,0
-1.015661876969318,-0.0395528390365636,0
0.547134955742532,0.06218599203320696,2
-0.9554986541210935,-0.021517808307998383,0
-0.7791168393221517,0.06484885301817339,2
-0.46077695495065485,-0.002279697734273209,0
-0.6093322726820577,0.0593604693378664,2
-0.07906786558639856,0.06660467707139484,2
-0.9275896587220687,0.021453667042960492,2
-0.6295637968842756,0.06336539823763732,2
-0.9812966401358856,-0.028585852194879767,0
0.5186984439061162,-0.004109202812388191,0
0.36112616185286206,0.034349255476105636,2
-0.4424630022657239,-0.03071700819308841,0
-0.9027791107543353,-0.010798002124658777,0
-0.9502205647958376,0.0696908667262934,2
-1.040108935699815,-0.018564815287500487,0
0.5259713465913833,-0.06847255783708014,0
-0.16014301005168963,0.041721857590549166,2
-0.09398342871757959,-0.05571474589259038,0
0.0057190866925018735,-0.05433578875161629,0
0.1777573082696735,-0.01477115351033697,0
-0.32799046096326956,0.02082663609767839,2
-0.9057438445258883,0.03150303837175786,2
-0.1683211390735475,-0.05991364988534294,0
0.2080510686337429,-0.03980772820056781,0
-0.5246683924617094,-0.006395318957118659,0
-0.5780855193208526,0.036770475589384136,2
-0.6663826269883131,-0.06609575849501463,0
-0.6257166025032203,-0.012175075125642129,0
0.2822617691084246,0.048568227034458844,2
0.5976788583717112,0.06220770819516455,2
-1.0463431664914404,-0.06423209245019103,0
0.29138413146309694,-0.0051546652993901265,0
0.28611448330134626,-0.033533937347467783,0
0.23010106181233603,0.0142677330637095,2
-0.5467643184204541,0.048020269363516166,2
0.1944177991367646,0.06388753711812392,2
-0.47677291675692657,0.03329119047916193,2
0.2565883146806802,-0.05110011513911612,0
-0.6824424520974476,0.05547946478041929,2
0.10613297597698468,-0.030138689951719373,0
0.07177206368234912,-0.061650268581221856,0
-0.776640203164369,-0.04103344285158239,0
-0.12021336832404383,0.05034598503234415,2
-0.352403652272796,0.04081999802430454,2
-0.7383352685214091,-0.04912738888703426,0
-0.6535304654510125,-0.02548211870844847,0
0.13468022367227328,0.04126737661435313,2
0.3690622592003474,-0.03129983806855391,0
-0.2841780180594816,-0.06311113108648489,0
0.12616173236325956,-4.949577009043249E-4,0
0.3982648832687683,-0.015159274490420885,0
-0.022789192134859526,-0.04871053294485041,0
-0.490761036649921,-0.029565879764104,0
-0.25928805515204345,-0.05831479901597725,0
0.2857890159978296,-0.005910449991532729,0
0.1848901614145173,0.0059153846847796315,2
-1.1009844655791583,-0.006777772813218744,0
-0.7128712827822425,-0.007949322026032372,0
0.3334922004485852,0.0611928512624082,2
-0.09107491528153755,-0.06582496091239028,0
-0.41114301193345715,0.03150093698648873,2
0.39906982459114615,0.04340004498727107,2
-0.5609032987754287,0.0426622527555825,2
-0.8486843977483551,0.06923884622794158,2
-0.6438945505822968,0.029169694883102712,2
-0.5217826573531265,-0.027734884031262515,0
0.016042261971795035,-0.04092434691755002,0
-0.8385516223228071,0.017028698775017836,2
-0.49166413392269437,0.050855873787275255,2
-0.8611615703634827,-0.04204404659062527,0
-0.1842292810869135,-0.02596664022550916,0
-0.5273080767607448,0.023686564953248,2
0.4083543549803592,0.026655280033222734,2
-0.08606366613129302,0.0694978931285136,2
-0.9093425063009437,0.009718870033596241,2
-0.24397674232571265,0.05924501869689147,2
-0.22260122690330397,0.0028711026187351885,2
-1.0013409497823385,-0.05679543821388346,0
-0.02717091369226443,0.05046005755294343,2
-0.1054819409341432,-0.020870159605825722,0
0.5463590352145178,0.052718356747365344,2
0.4024310627178411,0.007133797690590735,2
-0.2793112323408852,0.023270878425202216,2
0.14883061745329984,0.013272871041938902,2
-0.9914091480776691,-0.05354307501223239,0
-0.8071771269646706,0.01000089390870848,2
-0.19068205777273928,-0.03512584864857818,0
0.5393865831742712,-0.05758441627589876,0
-1.193328975362821,-0.008920286875231671,0
-0.5687672846905052,-0.04998003161691428,0
-0.13474093593661585,-0.007926302240728614,0
-1.1976612082603635,0.050297713198418845,2
-0.20816514278894382,-0.054535505800272444,0
0.5058387242866957,0.027284793414411077,2
-0.9872581869346497,0.03231958823703783,2
-0.1982858396033178,-0.0684982139212746,0
-0.46937472323638607,0.030735009221111192,2
-0.947249647504206,0.010997894683648105,2
-0.08006115652993051,-0.059075638039983634,0
-0.3765274454943973,0.04186886058782896,2
-0.37448524178712195,0.028189556508812677,2
-0.9567529702784395,-0.04328298771175387,0
0.2513320447756653,0.05580413539578433,2
-0.4477581282548023,0.050240556540818104,2
0.5755423467084799,-0.025332764634114248,0
-1.092946035759296,0.01873318213804967,2
0.4441494817217866,-0.006292465568064176,0
